,Symbol,product_name,Marketcap,sector,Industry,asset_class,close_price,risk_score,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
2103,MRLN,Marlin Business Services Corp.,259864385.9,Finance,Major Banks,Micro Cap,21.14,30.78,0.93,1.74,9.65,34.79,-8.75,-16.64,38.11,60.66,0.87,59.52
2104,MAR,Marriott International,49125586526.94,Consumer Services,Hotels/Resorts,Large Cap,138.0,21.76,41.49,-19.05,66.24,25.37,-13.02,60.04,34.43,29.49,-24.59,53.38
2105,MBII,"Marrone Bio Innovations, Inc.",160201545.8,Basic Industries,Agricultural Chemicals,Micro Cap,1.2,49.06,,,,,,,,,,
2106,MRTN,"Marten Transport, Ltd.",1184008882.8,Transportation,Trucking Freight/Courier Services,Small Cap,20.12,30.62,38.11,-19.87,45.87,32.26,-18.62,8.79,65.51,7.06,-15.52,19.34
2107,MMLP,Martin Midstream Partners L.P.,177605687.73,Energy,Oil Refining/Marketing,Micro Cap,3.75,60.42,-53.96,-15.36,-14.97,-1.85,-10.37,-31.88,48.66,-1.64,-5.22,36.85
2108,MRVL,Marvell Technology Group Ltd.,19108243000.0,Technology,Semiconductors,Large Cap,25.87,34.25,65.74,-23.62,57.41,60.54,-37.83,2.48,102.13,-46.64,-25.34,-10.6
2109,MASI,Masimo Corporation,9099945737.64,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Mid Cap,167.72,24.69,47.21,26.62,25.82,62.37,57.59,-9.89,39.12,17.96,-35.71,5.05
2110,MCFT,"MasterCraft Boat Holdings, Inc.",294310893.17,Capital Goods,Marine Transportation,Micro Cap,17.96,52.01,,,,,,,,,,
2111,MTCH,"Match Group, Inc.",25544221061.31,Technology,"Computer Software: Programming, Data Processing",Large Cap,84.35,41.88,,,,,,,,,,
2112,MTLS,Materialise NV,326294679.6,Technology,Computer Software: Prepackaged Software,Small Cap,18.34,45.82,,,,,,,,,,
2113,MTRX,Matrix Service Company,577063637.115,Basic Industries,Engineering & Construction,Small Cap,20.34,40.78,27.54,0.79,-21.59,10.52,-7.97,-8.64,112.43,21.82,-22.5,14.37
2114,MAT,"Mattel, Inc.",4951097197.2,Consumer Non-Durables,Recreational Products/Toys,Mid Cap,14.12,54.86,35.64,-35.05,-41.86,6.45,-6.68,-32.07,34.31,36.86,13.07,31.5
2115,MATW,Matthews International Corporation,1254214914.06,Capital Goods,Metal Fabrications,Small Cap,38.45,36.72,-3.95,-21.88,-30.53,45.35,10.97,15.43,34.23,3.39,-9.33,-0.45
2116,MXIM,"Maxim Integrated Products, Inc.",16607292495.52,Technology,Semiconductors,Large Cap,60.29,25.75,25.25,0.19,39.54,5.01,23.21,18.27,-1.89,16.73,14.05,21.39
2117,MGRC,McGrath RentCorp,1892766041.28,Technology,Diversified Commercial Services,Small Cap,77.93,25.98,52.36,12.22,23.27,61.57,-27.44,-7.4,40.94,3.79,14.46,21.71
2118,MDCA,MDC Partners Inc.,186137755.86,Technology,Advertising,Micro Cap,2.46,59.79,6.51,-73.23,48.85,-68.68,0.53,-7.06,249.12,-10.76,-18.96,113.37
2119,MDJH,MDJM LTD,36852507.956,Finance,Real Estate,Micro Cap,2.778,103.51,,,,,,,,,,
2120,MDRR,"Medalist Diversified REIT, Inc.",17454708.5328,Consumer Services,Real Estate Investment Trusts,Micro Cap,3.9,61.13,,,,,,,,,,
2122,MFIN,Medallion Financial Corp.,169557408.67,Finance,Finance: Consumer Services,Micro Cap,6.65,43.68,55.01,32.86,16.89,-53.4,-21.91,-24.78,29.83,10.86,49.27,8.29
2125,MNOV,"MediciNova, Inc.",305578496.05,Health Care,Major Pharmaceuticals,Small Cap,6.1,62.16,-17.5,26.28,7.3,69.86,16.78,42.06,30.49,-3.53,-63.91,-33.1
2126,MDGS,Medigus Ltd.,3364442.29,Health Care,Medical/Dental Instruments,Micro Cap,1.895,61.7,,,,,,,,,,
2128,MDWD,MediWound Ltd.,82351882.17,Consumer Durables,Specialty Chemicals,Micro Cap,3.06,60.5,,,,,,,,,,
2129,MEDP,"Medpace Holdings, Inc.",3276964698.1,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Mid Cap,87.68,41.35,,,,,,,,,,
2130,MEIP,"MEI Pharma, Inc.",256485416.04,Health Care,Major Pharmaceuticals,Micro Cap,2.28,60.65,-6.06,25.71,45.83,-10.0,-62.53,-46.69,14.43,12.18,7.22,-86.14
2131,MGTX,MeiraGTx Holdings plc,745331694.36,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,17.71,64.44,,,,,,,,,,
2132,MLCO,Melco Resorts & Entertainment Limited,5364927110.88,Consumer Services,Hotels/Resorts,Mid Cap,20.12,36.03,41.23,-37.88,100.88,-0.9,-33.49,-34.05,132.9,75.05,51.26,89.29
2133,MLNX,"Mellanox Technologies, Ltd.",6649443378.43,Technology,Semiconductors,Mid Cap,118.27,16.96,26.85,42.78,58.19,-2.94,-1.38,6.91,-32.69,82.76,24.15,38.54
2134,MNLO,Menlo Therapeutics Inc.,163009575.08,Health Care,Major Pharmaceuticals,Micro Cap,5.505,62.8,,,,,,,,,,
2135,MTSL,MER Telemanagement Solutions Ltd.,4025390.88,Public Utilities,Telecommunications Equipment,Micro Cap,1.2,98.54,-41.48,-16.59,131.87,8.33,-15.15,-61.63,-27.32,161.03,-29.53,37.86
2136,MELI,"MercadoLibre, Inc.",33455296814.55,Miscellaneous,Business Services,Large Cap,653.86,44.92,95.3,-6.93,101.99,37.14,-10.12,19.2,37.95,-0.72,19.89,28.48
2137,MBWM,Mercantile Bank Corporation,578955672.24,Finance,Major Banks,Small Cap,33.75,21.16,33.33,-15.74,-4.02,59.75,20.02,9.01,34.02,70.24,18.9,166.94
2138,MERC,Mercer International Inc.,863509535.75,Basic Industries,Paper,Small Cap,11.94,40.51,22.64,-24.32,41.19,23.95,-24.62,23.27,39.25,17.38,-21.29,150.0
2139,MBIN,Merchants Bancorp,549154158.94,Finance,Major Banks,Small Cap,18.55,35.04,,,,,,,,,,
2141,MBINP,Merchants Bancorp,54836600.0,Finance,Major Banks,Micro Cap,27.38,,,,,,,,,,,
2142,MRCY,Mercury Systems Inc,4186374914.1,Capital Goods,Electrical Products,Mid Cap,75.52,35.81,46.14,-7.91,69.92,64.6,37.09,27.12,19.02,-30.78,-27.69,66.94
2143,MREO,Mereo BioPharma Group plc,9993887.925,Health Care,Major Pharmaceuticals,Micro Cap,1.5,,,,,,,,,,,
2144,MCMJ,Merida Merger Corp. I,162082206.0,Finance,Business Services,Micro Cap,9.84,,,,,,,,,,,
2145,MCMJW,Merida Merger Corp. I,5225543.5,Finance,Business Services,Micro Cap,0.54,,,,,,,,,,,
2146,EBSB,"Meridian Bancorp, Inc.",1040319659.51,Finance,Major Banks,Small Cap,19.28,17.83,42.55,-29.61,10.01,35.09,26.22,21.64,34.56,34.78,5.6,35.52
2147,VIVO,Meridian Bioscience Inc.,423561581.62,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Small Cap,11.5,46.81,-43.29,28.02,-18.02,-9.91,30.17,-35.39,34.31,13.13,-15.72,11.6
2148,MRBK,Meridian Corporation,130482072.0,,,Micro Cap,19.75,23.96,,,,,,,,,,
2149,MMSI,"Merit Medical Systems, Inc.",2026164428.0,Health Care,Medical/Dental Instruments,Mid Cap,36.06,59.16,-44.06,29.19,63.02,42.55,7.27,10.1,13.24,3.89,5.65,-17.72
2150,MACK,"Merrimack Pharmaceuticals, Inc.",43429590.75,Health Care,Major Pharmaceuticals,Micro Cap,3.4,60.3,,,,,,,,,,
2151,MRSN,"Mersana Therapeutics, Inc.",364733602.1,Health Care,Major Pharmaceuticals,Small Cap,7.62,89.2,,,,,,,,,,
2152,MRUS,Merus N.V.,490213482.96,Health Care,Major Pharmaceuticals,Small Cap,17.17,59.49,,,,,,,,,,
2153,MESA,"Mesa Air Group, Inc.",300000273.03,Transportation,Air Freight/Delivery Services,Small Cap,8.71,60.09,,,,,,,,,,
2154,MLAB,"Mesa Laboratories, Inc.",1159141948.55,Capital Goods,Industrial Machinery/Components,Small Cap,264.29,45.62,20.01,68.27,1.74,24.12,29.59,-0.84,58.29,22.25,40.19,18.29
2155,MESO,Mesoblast Limited,79479805.17,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,10.15,55.93,78.88,-29.45,9.16,-15.88,-64.19,-32.65,-4.07,-21.9,47.16,0.0
2156,CASH,"Meta Financial Group, Inc.",1398518798.48,Finance,Savings Institutions,Small Cap,36.83,34.45,89.68,-36.81,-9.39,127.87,32.76,-11.91,80.0,40.18,24.73,-32.48
2157,MEOH,Methanex Corporation,3080607514.4,Basic Industries,Major Chemicals,Mid Cap,36.53,39.52,-17.07,-18.74,42.42,36.98,-26.1,-21.35,89.04,42.99,-22.33,59.88
2158,MCBS,"MetroCity Bankshares, Inc.",477408961.7,Finance,Major Banks,Small Cap,17.92,32.68,,,,,,,,,,
2159,MGEE,MGE Energy Inc.,2749895108.4,Energy,Electric Utilities: Central,Mid Cap,79.09,18.48,34.04,-2.89,-1.47,43.87,4.65,21.88,16.64,12.57,13.4,24.57
2160,MGPI,"MGP Ingredients, Inc.",650093265.34,Consumer Non-Durables,Beverages (Production/Distribution),Small Cap,35.29,62.07,-14.48,-25.49,56.55,93.59,64.27,210.66,53.22,-31.58,-53.98,45.32
2161,MBOT,Microbot Medical Inc. ,89604781.16,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,9.72,116.3,491.28,-88.76,-83.28,-86.55,-55.32,-23.58,-24.54,98.78,-92.41,-14.29
2162,MCHP,Microchip Technology Incorporated,26146543154.76,Technology,Semiconductors,Large Cap,102.98,32.06,48.03,-16.71,39.47,41.66,6.34,4.01,42.37,-7.16,10.22,24.63
2163,MU,"Micron Technology, Inc.",64052969123.64,Technology,Semiconductors,Large Cap,55.41,42.22,69.49,-22.84,87.59,54.8,-59.55,60.97,243.06,0.79,-21.57,-24.05
2164,MSFT,Microsoft Corporation,1274773418767.8,Technology,Computer Software: Prepackaged Software,Large Cap,162.28,18.94,57.56,20.8,40.73,15.08,22.69,27.56,44.3,5.8,-4.52,-6.52
2165,MSTR,MicroStrategy Incorporated,1506591172.46,Technology,Computer Software: Prepackaged Software,Small Cap,142.53,28.0,11.65,-2.7,-33.49,10.1,10.4,30.71,33.05,-13.79,26.73,-9.09
2166,MVIS,"Microvision, Inc.",92830786.596,Capital Goods,Industrial Machinery/Components,Micro Cap,0.7,87.9,20.0,-63.19,29.37,-55.94,64.37,31.82,-30.89,-33.68,-80.65,-41.32
2167,MICT,"MICT, Inc.",12991247.76,Capital Goods,Electrical Products,Micro Cap,1.04,113.15,,,,,,,,,,
2168,MPB,Mid Penn Bancorp,239092600.2,Finance,Major Banks,Micro Cap,27.46,28.76,28.63,-29.43,42.26,52.92,6.44,11.68,30.81,52.24,2.9,-27.11
2169,MTP,Midatech Pharma PLC,2408940.9,Health Care,Major Pharmaceuticals,Micro Cap,0.763,191.33,,,,,,,,,,
2170,MCEP,"Mid-Con Energy Partners, LP",8374959.8647,Energy,Oil & Gas Production,Micro Cap,0.24,96.65,,,,,,,,,,
2171,MBCN,Middlefield Banc Corp.,164054300.04,Finance,Major Banks,Micro Cap,24.62,23.61,27.8,-9.85,27.55,23.39,-0.4,33.92,6.92,53.6,2.88,-5.87
2172,MSEX,Middlesex Water Company,1152704954.09,Public Utilities,Water Supply,Small Cap,65.97,23.33,21.12,36.54,-4.92,65.63,20.0,14.22,11.07,9.09,5.9,8.59
2173,MSBI,"Midland States Bancorp, Inc.",694368533.74,Finance,Major Banks,Small Cap,26.69,22.12,,,,,,,,,,
2174,MSVB,"Mid-Southern Bancorp, Inc.",47366225.37,Finance,Savings Institutions,Micro Cap,13.36,14.13,16.8,21.11,2.35,58.84,38.5,-39.94,18.68,25.56,-10.55,32.97
2175,MOFG,"MidWestOne Financial Group, Inc.",554632890.24,Finance,Major Banks,Small Cap,33.69,27.93,49.85,-24.12,-9.12,26.37,7.7,9.05,36.11,42.91,-1.76,75.44
2176,MIST,Milestone Pharmaceuticals Inc.,452390179.74,Health Care,Major Pharmaceuticals,Small Cap,21.36,,,,,,,,,,,
2177,MLND,"Millendo Therapeutics, Inc. ",138647287.44,Health Care,Major Pharmaceuticals,Micro Cap,8.04,64.45,,,,,,,,,,
2178,TIGO,Millicom International Cellular S.A.,4894320270.63,Public Utilities,Telecommunications Equipment,Mid Cap,46.2,32.26,,,,,,,,,,
2179,MIME,Mimecast Limited,3097708009.35,Technology,Computer Software: Prepackaged Software,Mid Cap,48.86,38.55,,,,,,,,,,
2180,MNDO,MIND C.T.I. Ltd.,48742749.96,Technology,EDP Services,Micro Cap,2.46,16.18,18.54,-7.49,26.62,9.39,-30.14,118.08,13.0,19.8,-18.31,201.4
2181,NERV,"Minerva Neurosciences, Inc",326252937.56,Health Care,Major Pharmaceuticals,Small Cap,8.18,75.84,,,,,,,,,,
2182,MGEN,"Miragen Therapeutics, Inc.",23008838.16,Health Care,Medical Specialities,Micro Cap,1.46,117.74,,,,,,,,,,
2183,MRTX,"Mirati Therapeutics, Inc.",3827302814.1,Health Care,Major Pharmaceuticals,Mid Cap,89.86,63.29,,,,,,,,,,
2184,MIRM,"Mirum Pharmaceuticals, Inc.",465087437.01,Health Care,Major Pharmaceuticals,Small Cap,17.17,,,,,,,,,,,
2185,MSON,"MISONIX, Inc.",299889204.3,Capital Goods,Medical Specialities,Micro Cap,18.23,51.33,16.24,69.42,-9.57,11.17,-24.01,119.72,-30.15,295.1,-10.92,20.53
2186,MIND,"Mitcham Industries, Inc.",39543507.25,Technology,Diversified Commercial Services,Micro Cap,3.12,46.18,12.11,-19.24,-23.61,37.87,-49.24,-66.52,29.93,-37.59,88.6,57.12
2187,MINDP,"Mitcham Industries, Inc.",19495140.0,Technology,Diversified Commercial Services,Micro Cap,24.57,12.21,,,,,,,,,,
2188,MITK,"Mitek Systems, Inc.",384945342.12,Technology,Computer peripheral equipment,Small Cap,9.08,34.3,-29.23,20.78,45.53,49.64,24.17,-44.28,85.05,-55.72,19.83,620.24
2189,MKSI,"MKS Instruments, Inc.",6256698546.9,Capital Goods,Industrial Machinery/Components,Mid Cap,108.63,39.24,71.89,-30.94,60.48,67.68,0.24,24.87,18.8,-5.16,16.26,40.8
2190,MMAC,"MMA Capital Holdings, Inc.",182995030.25,Finance,Real Estate,Micro Cap,31.61,21.11,26.19,3.7,27.89,31.49,54.38,67.14,180.0,135.29,41.67,-45.45
2191,MTC,"MMTec, Inc.",47164500.0,,,Micro Cap,1.99,186.41,-94.66,243233.34,-50.0,-57.14,1300.0,-50.0,-88.89,-98.71,5733.33,-22.58
2192,MINI,"Mobile Mini, Inc.",1768417295.04,Capital Goods,Metal Fabrications,Small Cap,39.8,27.2,23.28,-5.83,17.46,0.03,-21.19,0.36,97.51,19.48,-11.38,39.74
2193,MOBL,"MobileIron, Inc.",560153365.0,Technology,Computer Software: Prepackaged Software,Small Cap,4.85,44.33,,,,,,,,,,
2194,MRNA,"Moderna, Inc.",6871617371.3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Mid Cap,22.74,60.85,,,,,,,,,,
2195,MOGO,Mogo Inc.,75925858.44,Finance,Finance: Consumer Services,Micro Cap,2.6,76.6,,,,,,,,,,
2196,MWK,"Mohawk Group Holdings, Inc.",99002583.81,Consumer Durables,Home Furnishings,Micro Cap,5.31,,-97.25,0.0,10.94,10.83,37.16,151.99,0.0,31.52,-12.69,89.16
2197,MKD,Molecular Data Inc.,49910000.0,Miscellaneous,Business Services,Micro Cap,4.3,,,,,,,,,,,
2198,MTEM,"Molecular Templates, Inc.",601437272.1,Health Care,Major Pharmaceuticals,Small Cap,13.45,70.81,246.29,-59.68,107.02,-8.33,-84.91,-31.91,10.93,245.08,-9.63,-25.0
2199,MBRX,"Moleculin Biotech, Inc.",43871155.38,Health Care,Major Pharmaceuticals,Micro Cap,0.902,134.38,,,,,,,,,,
2200,MNTA,"Momenta Pharmaceuticals, Inc.",3030108175.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Mid Cap,28.79,55.28,78.71,-20.86,-7.31,1.42,23.26,-31.9,49.96,-32.2,16.17,18.81
2201,MOMO,Momo Inc.,5915499299.16,Technology,Computer Software: Prepackaged Software,Mid Cap,30.01,51.06,43.24,-2.98,33.19,14.73,33.5,2826.83,105.0,-20.0,-58.33,-50.0
2202,MKGI,"Monaker Group, Inc.",26339464.78,Consumer Services,Transportation Services,Micro Cap,1.79,86.03,,,,,,,,,,
2203,MCRI,"Monarch Casino & Resort, Inc.",952205229.1,Consumer Services,Hotels/Resorts,Small Cap,51.51,23.37,27.29,-14.9,73.86,13.47,36.95,-17.38,84.05,7.07,-18.48,54.32
2204,MDLZ,"Mondelez International, Inc.",79420712304.36,Consumer Non-Durables,Packaged Foods,Large Cap,54.69,14.92,40.42,-4.27,-1.58,0.57,25.38,4.6,41.72,5.05,22.64,20.39
2205,MGI,"Moneygram International, Inc.",166314961.95,Miscellaneous,Business Services,Micro Cap,2.43,135.47,5.0,-84.83,11.6,88.36,-31.02,-56.26,56.36,-25.13,-18.13,-5.9
2206,MDB,"MongoDB, Inc.",8476924312.54,Technology,Computer Software: Prepackaged Software,Mid Cap,148.77,55.97,,,,,,,,,,
2207,MNCL,Monocle Acquisition Corporation,226810400.0,Finance,Business Services,Micro Cap,10.208,,,,,,,,,,,
2210,MPWR,"Monolithic Power Systems, Inc.",7888956790.0,Technology,Semiconductors,Mid Cap,176.05,30.78,54.8,4.49,38.23,30.07,29.98,44.94,55.57,54.8,-8.78,-31.08
2211,MNPR,Monopar Therapeutics Inc.,199301177.64,Health Care,Major Pharmaceuticals,Micro Cap,16.76,,,,,,,,,,,
2212,MNRO,"Monro, Inc. ",2504678670.56,Consumer Services,Automotive Aftermarket,Mid Cap,70.96,32.94,15.0,22.21,0.97,-12.67,15.59,3.49,62.62,-8.76,13.22,56.52
2213,MRCC,Monroe Capital Corporation,240428072.64,,,Micro Cap,11.19,19.81,,,,,,,,,,
2215,MNST,Monster Beverage Corporation,36191354150.04,Consumer Non-Durables,Beverages (Production/Distribution),Large Cap,66.6,25.45,29.11,-22.23,42.74,-10.7,37.48,59.88,28.26,14.7,76.24,36.15
2216,MORN,"Morningstar, Inc.",6793069695.56,Finance,Investment Managers,Mid Cap,157.14,19.85,38.93,14.34,33.74,-7.26,25.55,-16.35,24.94,6.59,12.28,9.91
2217,MORF,"Morphic Holding, Inc.",600220528.49,Health Care,Major Pharmaceuticals,Small Cap,19.36,,,,,,,,,,,
2218,MOR,MorphoSys AG,294029926.08,Health Care,Major Pharmaceuticals,Micro Cap,32.17,39.55,,,,,,,,,,
2219,MOSY,"MoSys, Inc.",4137348.8,Technology,Semiconductors,Micro Cap,1.85,70.29,-47.94,-84.68,-51.74,-78.9,-41.71,-66.12,58.62,-17.14,-26.19,44.42
2220,MPAA,"Motorcar Parts of America, Inc.",421066730.3,Capital Goods,Auto Parts:O.E.M.,Small Cap,22.01,41.74,32.39,-33.41,-7.17,-20.38,8.75,61.09,193.76,-12.4,-42.48,156.69
2221,MOTS,"Motus GI Holdings, Inc.",65654918.76,Health Care,Medical/Dental Instruments,Micro Cap,2.08,69.01,,,,,,,,,,
2222,MPVD,Mountain Province Diamonds Inc.,184984019.2425,Basic Industries,Precious Metals,Micro Cap,0.89,63.66,-38.19,-46.8,-45.54,77.19,-31.82,-15.73,24.62,3.38,-41.22,203.24
2223,MOXC,"Moxian, Inc.",32868803.87,Technology,"Computer Software: Programming, Data Processing",Micro Cap,1.89,132.51,,,,,,,,,,
2224,COOP,Mr. Cooper Group Inc.,1241519244.76,Finance,Finance: Consumer Services,Small Cap,12.84,42.97,,,,,,,,,,
2225,MRIC,"MRI Interventions, Inc.",86217265.89,Health Care,Medical/Dental Instruments,Micro Cap,5.16,59.79,,,,,,,,,,
2226,MSBF,MSB Financial Corp.,90476749.3,Finance,Savings Institutions,Micro Cap,17.17,28.74,4.0,5.23,24.0,17.6,21.95,28.45,19.1,54.23,-23.9,-24.37
2227,MTBC,"MTBC, Inc.",57884259.51,Technology,Computer Software: Prepackaged Software,Micro Cap,4.81,37.38,,,,,,,,,,
2228,MTBCP,"MTBC, Inc.",25369862.7,Technology,Computer Software: Prepackaged Software,Micro Cap,27.21,8.21,,,,,,,,,,
2229,MTSC,MTS Systems Corporation,989959274.22,Capital Goods,Industrial Machinery/Components,Small Cap,51.6,34.22,22.43,-23.51,-3.13,-8.38,-13.91,7.41,42.39,27.97,11.32,33.09
2230,MUDS,Mudrick Capital Acquisition Corporation,269620000.0,Finance,Business Services,Micro Cap,10.36,2.2,,,,,,,,,,
2233,MBIO,"Mustang Bio, Inc.",175640006.96,Health Care,Major Pharmaceuticals,Micro Cap,3.94,112.16,,,,,,,,,,
2234,MFSF,MutualFirst Financial Inc.,330936535.89,Finance,Major Banks,Small Cap,37.19,26.97,53.02,-29.63,18.72,36.43,15.78,29.79,52.29,65.45,-21.61,60.81
2235,MVBF,MVB Financial Corp.,262739256.78,Finance,Major Banks,Micro Cap,21.03,26.91,,,,,,,,,,
2236,MYSZ,"My Size, Inc.",5907027.18,Technology,Computer Software: Prepackaged Software,Micro Cap,2.97,83.04,,,,,,,,,,
2237,MYL,Mylan N.V.,11179430383.2,Health Care,Major Pharmaceuticals,Large Cap,21.16,49.5,-26.64,-35.24,10.9,-29.44,-4.08,29.88,58.11,27.91,1.56,14.65
2238,MYOK,"MyoKardia, Inc.",3408699119.58,Health Care,Major Pharmaceuticals,Mid Cap,69.01,41.12,,,,,,,,,,
2239,MYOS,MYOS RENS Technology Inc.,13306516.6,Health Care,Major Pharmaceuticals,Micro Cap,1.32,73.07,-14.79,4.72,14.92,-36.56,-73.04,-8.0,-31.82,109.52,-79.0,0.0
2240,MYRG,"MYR Group, Inc.",532061259.04,Basic Industries,Water Supply,Small Cap,31.71,35.16,15.69,-21.16,-5.18,82.82,-24.78,9.25,12.72,16.25,-8.86,16.21
2241,MYGN,"Myriad Genetics, Inc.",2136452769.28,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Mid Cap,28.43,102.44,-6.33,-15.37,106.06,-61.38,26.72,62.35,-23.01,30.13,-8.32,-12.46
2242,NBRV,Nabriva Therapeutics plc,138981320.52,Health Care,Major Pharmaceuticals,Micro Cap,1.37,75.44,,,,,,,,,,
2243,NAKD,Naked Brand Group Limited,5144546.02,Consumer Non-Durables,Apparel,Micro Cap,1.0,155.65,,,,,,,,,,
2244,NNDM,Nano Dimension Ltd.,4459965.9488,Technology,Electrical Products,Micro Cap,2.34,74.25,,,,,,,,,,
2245,NSTG,"NanoString Technologies, Inc.",1100733141.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,27.71,48.39,,,,,,,,,,
2246,NAOV,"NanoVibronix, Inc.",12324010.3644,Health Care,Industrial Specialties,Micro Cap,2.9,82.14,,,,,,,,,,
2247,NH,"NantHealth, Inc.",159292664.64,Technology,EDP Services,Micro Cap,1.31,113.0,,,,,,,,,,
2248,NK,"NantKwest, Inc.",722998802.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,6.18,125.22,,,,,,,,,,
2249,NSSC,"NAPCO Security Technologies, Inc.",599234535.12,Capital Goods,Telecommunications Equipment,Small Cap,31.15,54.61,86.6,80.0,2.94,44.07,25.53,-25.16,72.53,46.77,40.91,5.39
2250,NDAQ,"Nasdaq, Inc.",17917555755.15,Finance,Investment Bankers/Brokers/Service,Large Cap,109.78,17.93,33.88,8.21,16.76,17.49,23.4,22.21,61.77,3.71,3.29,19.73
2251,NTRA,"Natera, Inc.",2918184483.68,Health Care,Medical Specialities,Mid Cap,35.35,57.63,,,,,,,,,,
2252,NATH,"Nathan&#39;s Famous, Inc.",315463174.27,Consumer Services,Restaurants,Small Cap,71.26,27.75,8.66,-11.19,23.77,25.87,-2.37,58.7,49.58,60.32,24.75,10.42
2253,NKSH,"National Bankshares, Inc.",273275961.14,Finance,Major Banks,Micro Cap,41.42,30.79,27.4,-17.71,7.54,26.37,21.25,-14.57,17.42,20.47,-7.88,15.09
2254,FIZZ,National Beverage Corp.,2135359872.94,Consumer Non-Durables,Beverages (Production/Distribution),Mid Cap,45.61,45.29,-28.91,-23.92,93.79,15.66,100.88,12.2,38.18,6.06,22.3,23.88
2255,NCMI,"National CineMedia, Inc.",616496722.72,Consumer Services,Advertising,Small Cap,7.41,37.71,23.32,4.09,-47.55,-0.43,15.83,-21.15,48.86,21.21,-34.19,25.14
2256,NESR,National Energy Services Reunited Corp.,755565261.63,Energy,Oilfield Services/Equipment,Small Cap,7.2,34.02,,,,,,,,,,
2258,NGHC,National General Holdings Corp,2580471341.91,Finance,Property-Casualty Insurers,Mid Cap,22.21,22.32,,,,,,,,,,
2259,NGHCN,National General Holdings Corp,5124000.0,Finance,Property-Casualty Insurers,Micro Cap,25.51,14.22,,,,,,,,,,
2260,NGHCO,National General Holdings Corp,4205850.0,Finance,Property-Casualty Insurers,Micro Cap,25.3,16.24,,,,,,,,,,
2261,NGHCP,National General Holdings Corp,56672660.0,Finance,Property-Casualty Insurers,Micro Cap,25.755,14.62,,,,,,,,,,
2263,NHLD,National Holdings Corporation,36124625.46,Finance,Investment Bankers/Brokers/Service,Micro Cap,2.85,46.26,-5.56,-18.18,23.13,-4.96,-37.33,-21.05,256.25,-60.0,17.65,-54.67
2265,NATI,National Instruments Corporation,6038547894.275,Technology,Computer Software: Prepackaged Software,Mid Cap,44.51,23.26,-4.52,11.23,38.16,10.59,-5.31,-0.94,27.0,1.6,4.92,29.88
2266,NRC,National Research Corporation,1660921332.5,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Small Cap,69.76,26.52,,,,,,,,,,
2267,NSEC,"National Security Group, Inc.",38732745.6,Finance,Life Insurance,Micro Cap,15.05,68.01,19.64,-19.39,-6.54,17.62,14.68,36.67,17.89,1.3,-25.05,15.72
2268,EYE,"National Vision Holdings, Inc.",2597442987.93,Health Care,Ophthalmic Goods,Mid Cap,36.06,42.38,,,,,,,,,,
2269,NWLI,"National Western Life Group, Inc.",1034811292.0,Finance,Life Insurance,Small Cap,269.18,21.95,-3.15,-9.04,6.61,23.78,-6.3,20.61,41.96,16.15,-18.12,-3.77
2270,NAII,"Natural Alternatives International, Inc.",66297654.5,Consumer Durables,Specialty Chemicals,Micro Cap,8.58,43.27,-18.82,-4.56,-8.85,9.28,93.27,-4.12,11.16,-43.21,57.86,-27.74
2271,NHTC,Natural Health Trends Corp.,60366497.76,Consumer Durables,Consumer Specialties,Micro Cap,4.15,44.18,-68.63,38.81,-34.83,-24.11,194.15,259.05,216.83,55.38,441.67,-14.29
2272,NATR,"Nature&#39;s Sunshine Products, Inc.",188094181.45,Health Care,Major Pharmaceuticals,Micro Cap,9.93,48.82,9.57,-29.44,-22.23,53.75,-29.47,-2.53,33.01,-5.74,72.83,5.15
2273,NTUS,Natus Medical Incorporated,1170320513.95,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Small Cap,32.45,29.54,-3.06,-10.92,9.77,-27.58,33.32,60.18,101.61,18.35,-33.5,-4.12
2275,NAVI,Navient Corporation,3063569147.1,Finance,Investment Bankers/Brokers/Service,Mid Cap,14.77,30.91,,,,,,,,,,
2276,NMCI,Navios Maritime Containers L.P.,63320212.69,Transportation,Marine Transportation,Micro Cap,1.64,72.91,,,,,,,,,,
2277,NBTB,NBT Bancorp Inc.,1791956159.4,Finance,Major Banks,Small Cap,38.94,19.23,20.59,-3.54,-9.93,55.82,9.74,5.07,33.82,-4.82,-4.8,23.02
